decade,word,tf,occurrences
1550-1600,virgil,0.0035778175313059034,"[29839, 38904]"
1550-1600,heshusiu,0.0035778175313059034,"[29842, 66266]"
1550-1600,tilemannu,0.0035778175313059034,"[29842, 66266]"
1550-1600,bishop,0.0035778175313059034,"[29842, 66266]"
1550-1600,samland,0.0035778175313059034,"[29842, 66266]"
1550-1600,cathol,0.0017889087656529517,[31390]
1550-1600,gregori,0.0017889087656529517,[31390]
1550-1600,xiii,0.0017889087656529517,[31390]
1550-1600,illiu,0.0017889087656529517,[31390]
1550-1600,vicem,0.0017889087656529517,[31390]
1550-1600,lutz,0.0017889087656529517,[32145]
1550-1600,reinhardu,0.0017889087656529517,[32145]
1550-1600,ayrault,0.0017889087656529517,[33662]
1550-1600,sieur,0.0017889087656529517,[34840]
1550-1600,giovio,0.0017889087656529517,[34990]
1550-1600,haddington,0.005366726296958855,"[35547, 78388, 82172]"
1550-1600,thoma,0.007155635062611807,"[35547, 66238, 78388, 82172]"
1550-1600,hamilton,0.005366726296958855,"[35547, 78388, 82172]"
1550-1600,earl,0.005366726296958855,"[35547, 78388, 82172]"
1550-1600,spreng,0.0017889087656529517,[38900]
1550-1600,soli,0.0017889087656529517,[38904]
1550-1600,zwinger,0.0017889087656529517,[38908]
1550-1600,theodor,0.0035778175313059034,"[38908, 77194]"
1550-1600,vorr,0.0035778175313059034,"[38908, 90970]"
1550-1600,davi,0.0017889087656529517,[41949]
1550-1600,duchesn,0.0017889087656529517,[43675]
1550-1600,morel,0.0017889087656529517,[44361]
1550-1600,wimbeldon,0.0017889087656529517,[45723]
1550-1600,haered,0.0017889087656529517,[47714]
1550-1600,joanni,0.0017889087656529517,[47714]
1550-1600,stelsii,0.0017889087656529517,[47714]
1550-1600,villani,0.0017889087656529517,[50969]
1550-1600,hotman,0.0017889087656529517,[50971]
1550-1600,leunclaviu,0.0017889087656529517,[51957]
1550-1600,ringmann,0.0017889087656529517,[51958]
1550-1600,matthia,0.0017889087656529517,[51958]
1550-1600,egenolf,0.0017889087656529517,[51961]
1550-1600,christian,0.0017889087656529517,[51961]
1550-1600,laurentiad,0.0017889087656529517,[51961]
1550-1600,ludwig,0.0017889087656529517,[51962]
1550-1600,thevet,0.0017889087656529517,[53106]
1550-1600,gregoryxiii,0.0017889087656529517,[53633]
1550-1600,sixtusv,0.0035778175313059034,"[53642, 59884]"
1550-1600,clementviii,0.0035778175313059034,"[53668, 59896]"
1550-1600,hawkin,0.0017889087656529517,[56523]
1550-1600,vitelli,0.0017889087656529517,[59865]
1550-1600,vitellozzo,0.0017889087656529517,[59865]
1550-1600,mackenzi,0.0017889087656529517,[60586]
1550-1600,rossi,0.0017889087656529517,[60803]
1550-1600,flaminio,0.0017889087656529517,[60803]
1550-1600,crelliu,0.0017889087656529517,[66235]
1550-1600,fortunatu,0.0017889087656529517,[66235]
1550-1600,almant,0.0017889087656529517,[66236]
1550-1600,auberio,0.0017889087656529517,[66237]
1550-1600,claudio,0.0017889087656529517,[66237]
1550-1600,stapleton,0.0017889087656529517,[66238]
1550-1600,vacuna,0.0017889087656529517,[66263]
1550-1600,vaconiu,0.0017889087656529517,[66263]
1550-1600,rami,0.0017889087656529517,[66264]
1550-1600,p,0.0017889087656529517,[66264]
1550-1600,loyseleur,0.0017889087656529517,[66265]
1550-1600,approxim,0.005366726296958855,"[66265, 77196, 77561]"
1550-1600,kirchneru,0.0017889087656529517,[66269]
1550-1600,timotheu,0.0035778175313059034,"[66269, 79976]"
1550-1600,cisneri,0.0017889087656529517,[66270]
1550-1600,nic,0.0017889087656529517,[66270]
1550-1600,poyssel,0.0017889087656529517,[67258]
1550-1600,eustachiu,0.0017889087656529517,[67258]
1550-1600,frischlin,0.0017889087656529517,[67259]
1550-1600,provveditori,0.0017889087656529517,[67260]
1550-1600,sopra,0.0017889087656529517,[67260]
1550-1600,gli,0.0017889087656529517,[67260]
1550-1600,ogli,0.0017889087656529517,[67260]
1550-1600,venic,0.0017889087656529517,[67260]
1550-1600,lambin,0.0017889087656529517,[67625]
1550-1600,fenner,0.0017889087656529517,[68298]
1550-1600,novennali,0.0017889087656529517,[68541]
1550-1600,anstruth,0.0017889087656529517,[69689]
1550-1600,centuri,0.0017889087656529517,[69689]
1550-1600,regnier,0.0017889087656529517,[70499]
1550-1600,planch,0.0017889087656529517,[70499]
1550-1600,loui,0.0017889087656529517,[70499]
1550-1600,varro,0.0017889087656529517,[70500]
1550-1600,fickler,0.0017889087656529517,[71848]
1550-1600,baptist,0.0017889087656529517,[71848]
1550-1600,hutteri,0.0017889087656529517,[71853]
1550-1600,leonharti,0.0017889087656529517,[71853]
